DB_NAME,DB_MARKET,NAME,DESC,MARKET
SLND,O,SLND,사우스랜드 홀딩스,아멕스 증권거래소,
IBER_u,K,없음,없음,없음,
IBER,K,없음,없음,없음,
UMPQ,O,없음,없음,없음,
COWN,O,없음,없음,없음,
COWNL,O,없음,없음,없음,
HPX_u,없음,없음,없음,없음,
FTEV,K,없음,없음,없음,
MLAI,O,없음,없음,없음,
MLAIU,O,없음,없음,없음,
DGL,없음,DGLY,디지털 앨리,나스닥 증권거래소,
DBS,없음,없음,없음,없음,
LHDX,O,없음,없음,없음,
FTEV_u,K,없음,없음,없음,
OIIM,O,없음,없음,없음,
DBV,없음,DBVT,DBV 테크놀로지스 ADR,나스닥 증권거래소,
LOKM,K,없음,없음,없음,
LOKM_u,K,없음,없음,없음,
CNCE,O,없음,없음,없음,
GNTY,O,GNTY,개런티 뱅크셰어스,뉴욕 거래소,
RUBY,O,없음,없음,없음,
GET,O,GETR,Getaround Inc,뉴욕 거래소,
CAJ,없음,없음,없음,없음,
FRSG,O,없음,없음,없음,
CTRMV,O,없음,없음,없음,
TOROV,O,없음,없음,없음,
SESN,O,없음,없음,없음,
HERAU,O,없음,없음,없음,
FRSGU,O,없음,없음,없음,
HERA,O,Herald Holdings Ltd,00114,홍콩 거래소,
LION,O,LEV,Lion Electric Co,뉴욕 거래소,
LIONU,O,없음,없음,없음,
SRAX,O,없음,없음,없음,
WPCB,K,없음,없음,없음,
ESM,없음,ESMT,인게이지스마트,뉴욕 거래소,
ESM_u,없음,없음,없음,없음,
FCRD,O,없음,없음,없음,
FSTX,O,없음,없음,없음,
WPCA_u,K,없음,없음,없음,
WPCA,K,WPC,WP Carey Inc,뉴욕 거래소,
WPCB_u,K,없음,없음,없음,
SVFB,O,없음,없음,없음,
TMDI,O,없음,없음,없음,
DDF,없음,없음,없음,없음,
MYOV,K,없음,없음,없음,
PTOC,O,없음,없음,없음,
CLAA_u,K,없음,없음,없음,
HORIU,O,없음,없음,없음,
MGU,없음,없음,없음,없음,
AGGRU,O,없음,없음,없음,
AGGR,O,없음,없음,없음,
DEX,없음,DXCM,Dexcom Inc,나스닥 증권거래소,
BACA_u,K,없음,없음,없음,
PDOT_u,K,없음,없음,없음,
IVH,없음,없음,없음,없음,
CLAA,K,없음,없음,없음,
ACQR,O,없음,없음,없음,
PDOT,K,없음,없음,없음,
PTOCU,O,없음,없음,없음,
ACQRU,O,없음,없음,없음,
HORI,O,HBNC,Horizon Bancorp Inc,나스닥 증권거래소,
VVNT,K,없음,없음,없음,
IGR_r_w,없음,없음,없음,없음,
TBSAU,O,없음,없음,없음,
TBSA,O,없음,없음,없음,
HAPP,O,Happiness and D Co Ltd,3174,도쿄 거래소,
PME,O,PMEC,Primech Holdings Ltd,나스닥 증권거래소,
LEGA,O,LEGH,Legacy Housing Corp,나스닥 증권거래소,
GFLU,K,없음,없음,없음,
LEGAU,O,없음,없음,없음,
INPXV,O,없음,없음,없음,
ENAV,K,없음,없음,없음,
KINZ,O,없음,없음,없음,
QTEK,O,없음,없음,없음,
CXAIV,O,없음,없음,없음,
SMIHU,O,없음,없음,없음,
BGSX_u,K,없음,없음,없음,
KSI,O,없음,없음,없음,
BGSX,K,없음,없음,없음,
SMIH,O,없음,없음,없음,
AMAM,K,AMAM,앰브랙스 바이오파마 ADR,나스닥 증권거래소,
KSICU,O,없음,없음,없음,
FTPAU,O,없음,없음,없음,
AMOV,K,없음,없음,없음,
GWII,O,없음,없음,없음,
FTPA,O,없음,없음,없음,
FRONU,O,없음,없음,없음,
ZGEN,O,없음,없음,없음,
GXIIU,O,없음,없음,없음,
AAWW,O,없음,없음,없음,
JATT,K,없음,없음,없음,
JATT_u,K,없음,없음,없음,
LYLT,O,없음,없음,없음,
ALR,O,ALRM,알람닷컴 홀딩스,나스닥 증권거래소,
GRAY,O,GTN,Gray Television Inc,뉴욕 거래소,
GXII,O,없음,없음,없음,
VPCB,O,없음,없음,없음,
VPCBU,O,없음,없음,없음,
IAA,없음,없음,없음,없음,
ZEST,O,없음,없음,없음,
BLI,O,BLNK,Blink Charging Co,나스닥 증권거래소,
ISO,O,iSoftStone Information Technology Group Co Ltd Class A,301236,심천(선강퉁) 증권거래소,
LPI,없음,없음,없음,없음,
CIAN,K,없음,없음,없음,
INKA,O,없음,없음,없음,
DGNU,O,없음,없음,없음,
INKAU,O,없음,없음,없음,
LVRA,O,없음,없음,없음,
LVRAU,O,없음,없음,없음,
LDHA,O,없음,없음,없음,
LDHAU,O,없음,없음,없음,
OBSV,O,없음,없음,없음,
SIOX,O,없음,없음,없음,
NGC,없음,천연가스,NGcv1,에너지,
CRZN,O,없음,없음,없음,
SPKB,O,없음,없음,없음,
NID,없음,Nidec Corp,6594,도쿄 거래소,
STRE_u,K,없음,없음,없음,
STRE,K,STRM,Streamline Health Solutions Inc,나스닥 증권거래소,
RKTA,K,없음,없음,없음,
RKTA_u,K,없음,없음,없음,
CRZNU,O,없음,없음,없음,
SPKBU,O,없음,없음,없음,
EVOP,O,없음,없음,없음,
NGC_u,없음,없음,없음,없음,
SBNYP,O,없음,없음,없음,
IMAC,O,BACK,IMAC 홀딩스,나스닥 증권거래소,
CHAA_u,K,없음,없음,없음,
AIMC,O,없음,없음,없음,
PSYK,K,없음,없음,없음,
SIVB,O,없음,없음,없음,
SIVBP,O,없음,없음,없음,
ATCO,K,ATCOL,Atlas 7.125% Notes due 2027,나스닥 증권거래소,
TETC,O,없음,없음,없음,
TETCU,O,없음,없음,없음,
PHCF,O,없음,없음,없음,
GRCY,O,없음,없음,없음,
GRCYU,O,없음,없음,없음,
DISTU,O,없음,없음,없음,
JMACU,O,없음,없음,없음,
SGFY,K,없음,없음,없음,
MSDA,O,없음,없음,없음,
ANAC_u,K,없음,없음,없음,
MSDAU,O,없음,없음,없음,
IBCE,K,없음,없음,없음,
IBDD,K,없음,없음,없음,
ISEM,O,없음,없음,없음,
ISDX,O,없음,없음,없음,
IUSS,O,없음,없음,없음,
IVSG,K,없음,없음,없음,
IVLC,K,없음,없음,없음,
ADRE,O,없음,없음,없음,
IIGV,K,없음,없음,없음,
USEQ,K,없음,없음,없음,
AQGX,K,없음,없음,없음,
AHHX,K,없음,없음,없음,
BSCE,O,없음,없음,없음,
STAR_pi,K,없음,없음,없음,
STAR_pg,K,없음,없음,없음,
STAR_pd,K,없음,없음,없음,
SAFE_w,K,없음,없음,없음,
EWSC,K,SSP,E W Scripps Co,나스닥 증권거래소,
BSDE,O,없음,없음,없음,
IDLB,O,없음,없음,없음,
USLB,O,없음,없음,없음,
DCT,O,DCTH,델캐스 시스템즈,나스닥 증권거래소,
DWEQ,O,없음,없음,없음,
VLTA,K,없음,없음,없음,
IVDG,K,없음,없음,없음,
DHHCU,O,없음,없음,없음,
HOLD,K,없음,없음,없음,
AUY,없음,없음,없음,없음,
RAMMU,O,없음,없음,없음,
RJF_pa,없음,없음,없음,없음,
AGFS,O,없음,없음,없음,
RAM,O,METC,Ramaco Resources Inc Class A,나스닥 증권거래소,
CXT_w,없음,없음,없음,없음,
PLM_r,없음,없음,없음,없음,
IDHD,K,없음,없음,없음,
HYT_r_w,없음,없음,없음,없음,
HYT_r,없음,없음,없음,없음,
PLM_r_w,없음,없음,없음,없음,
APEN,O,없음,없음,없음,
QTT,O,없음,없음,없음,
IGR_r,없음,없음,없음,없음,
DMYS,K,DMYY,DMY Squared Technology Group Inc,아멕스 증권거래소,
DMYS_u,K,없음,없음,없음,
GIA,없음,GIA,긱캐피탈5,나스닥 증권거래소,
REVE,O,RCAC,Revelstone Capital Acquisition Corp,나스닥 증권거래소,
KVSC,O,없음,없음,없음,
REVEU,O,없음,없음,없음,
GLS,없음,GLSI,그리니치 라이프사이언스,나스닥 증권거래소,
GIA_u,없음,없음,없음,없음,
REMG,K,REM Group (Holdings) Ltd,01750,홍콩 거래소,
RBND,K,없음,없음,없음,
RDMX,K,없음,없음,없음,
NVCN,O,없음,없음,없음,
AMYT,O,없음,없음,없음,
GEEX,O,없음,없음,없음,
GEEXU,O,없음,없음,없음,
TCVA,O,없음,없음,없음,
BSGAR,O,없음,없음,없음,
BSGAU,O,없음,없음,없음,
VORB,O,VOR,Vor Biopharma Inc,나스닥 증권거래소,
PLXP,O,없음,없음,없음,
ENBA,K,없음,없음,없음,
NKG,없음,NKG,남킴철강,호치민 거래소,
DHR_pb,없음,없음,없음,없음,
NUO,없음,Nuode New Materials Co Ltd Class A,600110,상해(후강퉁) 증권거래소,
AWYX,K,없음,없음,없음,
EXD,없음,없음,없음,없음,
YTPG,K,없음,없음,없음,
ALL_pg,없음,없음,없음,없음,
DTEA,O,없음,없음,없음,
KAL,O,KALA,KALA BIO Inc,나스닥 증권거래소,
CIH,O,없음,없음,없음,
PAAS,O,PAAS,팬 아메리카 실버,뉴욕 거래소,
PANA,O,PAAS,Pan American Silver Corp,뉴욕 거래소,
PEAR,O,PRLH,Pearl Holdings Acquisition Corp,나스닥 증권거래소,
LCI,없음,LCII,LCI 인더스트리스,뉴욕 거래소,
ATCX,O,없음,없음,없음,
LCIN,PK,없음,없음,없음,
SPHR_w,K,없음,없음,없음,
CSH,없음,CSHI,NEOS Enhanced Income Cash Alternative ETF,아멕스 증권거래소,
TWNI_u,K,없음,없음,없음,
TWNI,K,TWNI,테일윈드 인터내셔널 애퀴지션,뉴욕 거래소,
SJR,없음,SJR,쇼 커뮤니케이션스,뉴욕 거래소,
CHRA,K,CHRA,샤라 솔루션스,뉴욕 거래소,
CHRB,K,CHRB,샤라 솔루션스 선순위 채권 8.500% 만기 2026년,뉴욕 거래소,
BOXD,K,BOXD,박스트,뉴욕 거래소,
CALC,O,CALC,캘시메디카,나스닥 증권거래소,
ASPU,O,ASPU,애스펀 그룹,나스닥 증권거래소,
TIOA,O,없음,없음,없음,
ONG,없음,온톨로지 가스,ONG,업비트,
TIG,O,TIG,탕롱투자그룹,하노이 거래소,
SWAR,K,없음,없음,없음,
TIOAU,O,없음,없음,없음,
BRKY,K,없음,없음,없음,
EVEN,K,EB,Eventbrite Inc,뉴욕 거래소,
MNM,없음,MNMD,마인드 메디슨,나스닥 증권거래소,
TIPD,K,없음,없음,없음,
TIPL,K,없음,없음,없음,
MSGR,K,MS Group Holdings Ltd,01451,홍콩 거래소,
DTLA_p,K,없음,없음,없음,
PANA,K,PAAS,Pan American Silver Corp,뉴욕 거래소,
PANA_u,K,없음,없음,없음,
BMAQU,O,없음,없음,없음,
IPVIU,O,없음,없음,없음,
BMAQR,O,없음,없음,없음,
BMAQ,O,없음,없음,없음,
DAM,O,Da Ming International Holdings Ltd,01090,홍콩 거래소,
IPVI,O,없음,없음,없음,
HZON_u,K,없음,없음,없음,
HZON,K,없음,없음,없음,
NHIC,O,없음,없음,없음,
EUCRU,O,없음,없음,없음,
EUCR,O,없음,없음,없음,
QQC,O,없음,없음,없음,
QQD,O,없음,없음,없음,
RTYD,K,없음,없음,없음,
VCLO,K,없음,없음,없음,
CIIGU,O,없음,없음,없음,
PRVB,O,없음,없음,없음,
CSII,O,없음,없음,없음,
CEMI,O,없음,없음,없음,
IBIT,O,없음,없음,없음,
TRAQ_u,K,없음,없음,없음,
TRAQ,K,없음,없음,없음,
LMST,O,없음,없음,없음,
INAQ,K,INAQ,인사이트 애퀴지션,나스닥 증권거래소,
INAQ_u,K,없음,없음,없음,
SKYA,O,없음,없음,없음,
SKYAU,O,없음,없음,없음,
ORIAU,O,없음,없음,없음,
ORIA,O,없음,없음,없음,
NESR,O,없음,없음,없음,
ADAL,O,없음,없음,없음,
ADALU,O,없음,없음,없음,
FRC_pl,없음,없음,없음,없음,
FRC,없음,없음,없음,없음,
FRC_ph,없음,없음,없음,없음,
OSH,없음,OSK,Oshkosh Corp,뉴욕 거래소,
FRC_pj,없음,없음,없음,없음,
FRC_pn,없음,없음,없음,없음,
FRC_pm,없음,없음,없음,없음,
FRC_pk,없음,없음,없음,없음,
FRC_pi,없음,없음,없음,없음,
BBBY,O,없음,없음,없음,
IQMDU,O,IQMDU,Intelligent Medicine Acquisition Units,나스닥 증권거래소,
BRIVU,O,BRIVU,B Riley Principal 250 Merger Units,나스닥 증권거래소,
BRIV,O,BRIV,B. 라일리 프린시펄 250 머저,나스닥 증권거래소,
JNCE,O,JNCE,자운스 테라퓨틱스,나스닥 증권거래소,
IQMD,O,IQMD,인텔리전트 메디슨 애퀴지션,나스닥 증권거래소,
MAXR,K,MAXR,막서 테크놀러지,뉴욕 거래소,
VLAT,O,VLAT,발로아 래티튜드 애퀴지션,나스닥 증권거래소,
VLATU,O,VLATU,Valor Latitude Acquisition Units,나스닥 증권거래소,
IBA,없음,IBA,Industrias Bachoco SAB de CV ADR,뉴욕 거래소,
EVOJU,O,없음,없음,없음,
EVOJ,O,없음,없음,없음,
TGR_u,없음,없음,없음,없음,
TGR,없음,TGRT,T Rowe Price Growth ETF,아멕스 증권거래소,
PGRW,O,없음,없음,없음,
PGRWU,O,없음,없음,없음,
SVNAU,O,없음,없음,없음,
SVNA,O,없음,없음,없음,
GVCI,O,없음,없음,없음,
GVCIU,O,없음,없음,없음,
IMV,O,IMV,7760,도쿄 거래소,
SI_pa,없음,없음,없음,없음,
LVACU,O,없음,없음,없음,
TBMCU,O,없음,없음,없음,
LVAC,O,없음,없음,없음,
KNGS,K,없음,없음,없음,
SUMO,O,없음,없음,없음,
BNNRU,O,없음,없음,없음,
VYNT,O,없음,없음,없음,
BNNR,O,없음,없음,없음,
VMGAU,O,없음,없음,없음,
VMGA,O,없음,없음,없음,
TA,O,FDAT,Tactical Advantage ETF,아멕스 증권거래소,
BSMX,K,없음,없음,없음,
VNTR,K,없음,없음,없음,
AUD,없음,호주 AUD,AUD,환전고시환율,
KGHG,K,없음,없음,없음,
GBRGU,O,없음,없음,없음,
GBRGR,O,없음,없음,없음,
MTCN,K,없음,없음,없음,
RAAS,K,없음,없음,없음,
APTX,O,없음,없음,없음,
AXAC,K,없음,없음,없음,
OBNK,O,없음,없음,없음,
CYAD,O,없음,없음,없음,
EQBK,O,EQBK,애퀴티 뱅크셰어스,뉴욕 거래소,
ABB,없음,ABBV,Abbvie Inc,뉴욕 거래소,
AILV,K,없음,없음,없음,
AILG,K,없음,없음,없음,
WKEYV,O,없음,없음,없음,
NH,O,NHN KCP,060250,코스닥,
ROCGU,O,없음,없음,없음,
AQUA,K,AQB,AquaBounty Technologies Inc,나스닥 증권거래소,
ATNX,O,없음,없음,없음,
SUBS,K,없음,없음,없음,
LTRY,O,LTRY,로터리닷컴,나스닥 증권거래소,
PSPC_u,K,없음,없음,없음,
PSPC,K,없음,없음,없음,
PNTM,K,없음,없음,없음,
PNTM_u,K,없음,없음,없음,
SIRE,K,BLCN,Siren Nasdaq NexGen Economy ETF,나스닥 증권거래소,
SGHL,O,없음,없음,없음,
SGHLU,O,없음,없음,없음,
AXAC_r,K,없음,없음,없음,
PUNK,K,없음,없음,없음,
MNTV,O,없음,없음,없음,
BRMK,K,없음,없음,없음,
BSX_pa,없음,없음,없음,없음,
BDXB,K,없음,없음,없음,
MDU_w,없음,없음,없음,없음,
BPACU,O,없음,없음,없음,
SPCM,O,없음,없음,없음,
SPCMU,O,없음,없음,없음,
BPAC,O,없음,없음,없음,
TANNL,O,없음,없음,없음,
TANNI,O,없음,없음,없음,
TANNZ,O,없음,없음,없음,
FISV,O,없음,없음,없음,
BLCM,O,없음,없음,없음,
STET,K,없음,없음,없음,
STET_u,K,없음,없음,없음,
AVACU,O,없음,없음,없음,
RONI_u,K,없음,없음,없음,
SCUA,K,없음,없음,없음,
SCUA_u,K,없음,없음,없음,
MTVC,K,없음,없음,없음,
MTVC_u,K,없음,없음,없음,
STSA,O,없음,없음,없음,
WEJO,O,없음,없음,없음,
JJC,없음,없음,없음,없음,
JJA,없음,없음,없음,없음,
LD,없음,LDI,론디포,뉴욕 거래소,
JJS,없음,JJSF,제이 앤 제이 스낵 푸즈,나스닥 증권거래소,
JJN,없음,없음,없음,없음,
SGG,없음,SG Group Holdings Ltd,01657,홍콩 거래소,
KSPN,O,없음,없음,없음,
STEL,O,STEL,스텔라 뱅코프,뉴욕 거래소,
SNRH,O,없음,없음,없음,
SNRHU,O,없음,없음,없음,
SLY,없음,SLYG,SPDR S&P 600 Small Cap Growth ETF,아멕스 증권거래소,
JJT,없음,없음,없음,없음,
JJG,없음,없음,없음,없음,
JJU,없음,없음,없음,없음,
SNMP,K,SNMP,Evolve Transition Infrastructure Units,아멕스 증권거래소,
JJE,없음,없음,없음,없음,
JJM,없음,없음,없음,없음,
BCM,없음,BCM,투자산업발전 JSC,호치민 거래소,
JO,없음,JOAN,조안,나스닥 증권거래소,
BAL,없음,밸런서,BAL,빗썸,
JJP,없음,없음,없음,없음,
NIB,없음,없음,없음,없음,
GAZ,없음,없음,없음,없음,
PGM,없음,없음,없음,없음,
OIL,없음,ODC,Oil-Dri Corporation of America,뉴욕 거래소,
COW,없음,COWG,Pacer US Large Cap Cash Cows Growth Leaders ETF,나스닥 증권거래소,
GSP,없음,GSP,국제가스운송,호치민 거래소,
RYT,없음,RYTM,리듬 파머수티컬스,나스닥 증권거래소,
RHS,없음,없음,없음,없음,
RCD,없음,없음,없음,없음,
RYE,없음,RYI,Ryerson Holding Corp,뉴욕 거래소,
RYH,없음,없음,없음,없음,
RTM,없음,없음,없음,없음,
RYF,없음,없음,없음,없음,
RGI,없음,없음,없음,없음,
RYU,없음,Ryukyu Asteeda Sports Club Co Ltd,7364,도쿄 거래소,
RONI,K,없음,없음,없음,
AVAC,O,없음,없음,없음,
EWRE,K,없음,없음,없음,
EWCO,K,없음,없음,없음,
SAVN,K,없음,없음,없음,
RJAC_u,K,없음,없음,없음,
RJAC,K,없음,없음,없음,
CS,없음,CS,065770,코스닥,
GTXAP,O,없음,없음,없음,
WLTH,K,없음,없음,없음,
HSKA,O,없음,없음,없음,
HTGM,O,없음,없음,없음,
UNAM,O,없음,없음,없음,
CYXT,O,없음,없음,없음,
RUTH,O,없음,없음,없음,
OXSQR,O,없음,없음,없음,
DCP_pb,없음,없음,없음,없음,
APTV_pa,K,없음,없음,없음,
ZT,O,ZTO,ZTO 익스프레스 (케이먼) ADR,뉴욕 거래소,
PTE,O,PTEN,패터슨-UTI 에너지,나스닥 증권거래소,
LITT,O,LFUS,Littelfuse Inc,나스닥 증권거래소,
ZTAQU,O,없음,없음,없음,
LITTU,O,없음,없음,없음,
CVT,O,CVT,CMC JSC,호치민 거래소,
MEKA,O,없음,없음,없음,
DCP,없음,DCP PR C,DCP 미드스트림 우선주 시리즈 C 7.950%,뉴욕 거래소,
GNE_pa,없음,없음,없음,없음,
GSQB_u,K,없음,없음,없음,
GSQB,K,없음,없음,없음,
MTAL_u,K,없음,없음,없음,
FIHD,K,없음,없음,없음,
PYPE,K,없음,없음,없음,
FIEE,K,없음,없음,없음,
MLACU,O,없음,없음,없음,
HCNE,O,없음,없음,없음,
HCNEU,O,없음,없음,없음,
HVBC,O,없음,없음,없음,
MLAC,O,없음,없음,없음,
AHRNU,O,없음,없음,없음,
AHRN,O,없음,없음,없음,
TOACU,O,없음,없음,없음,
TOAC,O,Toa Corp (Tokyo),1885,도쿄 거래소,
RXDX,O,없음,없음,없음,
SWEB,O,없음,없음,없음,
PFEL,O,없음,없음,없음,
SXTP,O,SXTP,60 디그리스 파마슈티컬스,나스닥 증권거래소,
PFES,O,없음,없음,없음,
SOGU,O,없음,없음,없음,
NKEL,O,없음,없음,없음,
NKEQ,O,없음,없음,없음,
PYPS,O,없음,없음,없음,
UVDV,K,없음,없음,없음,
ROCAR,O,없음,없음,없음,
OZON,O,없음,없음,없음,
HHR,O,HHRS,헤머헤드 에너지,나스닥 증권거래소,
ONCR,O,없음,없음,없음,
ROCAU,O,없음,없음,없음,
RNDM,O,없음,없음,없음,
METCV,O,없음,없음,없음,
MAAX,K,없음,없음,없음,
JUGGU,O,없음,없음,없음,
JUGG,O,없음,없음,없음,
HEXO,O,없음,없음,없음,
PBEE,K,없음,없음,없음,
PSMG,K,없음,없음,없음,
PSMB,K,없음,없음,없음,
CRYP,K,Crypto Flow Technology Ltd,08198,홍콩 거래소,
PBDM,K,없음,없음,없음,
PBSM,K,없음,없음,없음,
PSMC,K,없음,없음,없음,
PBND,K,없음,없음,없음,
PSMM,K,없음,없음,없음,
UAV,없음,UAVS,에이지이글 에어리얼 시스템,아멕스 증권거래소,
GNUS,O,없음,없음,없음,
FXCO,O,없음,없음,없음,
ONCS,O,없음,없음,없음,
TSLI,O,없음,없음,없음,
FXCOR,O,없음,없음,없음,
NIQ,없음,없음,없음,없음,
CTIC,O,없음,없음,없음,
ORFN,K,없음,없음,없음,
CISSV,O,없음,없음,없음,
METBV,O,없음,없음,없음,
RENN,K,RCG,RENN Fund,아멕스 증권거래소,
ROC,O,RCKT,Rocket Pharmaceuticals Inc,나스닥 증권거래소,
DBD,없음,DBD,다이볼드 닉스도르프,뉴욕 거래소,
ANGN,O,없음,없음,없음,
GBRG,O,없음,없음,없음,
IDME,K,없음,없음,없음,
CLXT,O,없음,없음,없음,
CDAK,O,CDAK,코디악 바이오사이언스,나스닥 증권거래소,
TYDE,O,없음,없음,없음,
JMAC,O,JMACS 재팬,5817,도쿄 거래소,
JWAC,O,없음,없음,없음,
KNF_w,없음,없음,없음,없음,
SUNFU,O,SUNFU,Sunfire Acquisition Units,나스닥 증권거래소,
SMSA,O,SMSA,삼사라 비전,나스닥 증권거래소,
RDTXU,O,RDTXU,Roman Dbdr Tech Acquisition Ii Units,나스닥 증권거래소,
GNRSU,O,GNRSU,Greenrose Acquisition Corp Unit,나스닥 증권거래소,
GNRS,O,GNRS,그린로즈 어퀴지션,나스닥 증권거래소,
SVNIU,O,SVNIU,Seven Islands Inc,나스닥 증권거래소,
NSPR,K,NSPR,인스파이어MD,아멕스 증권거래소,
BTC,없음,BTC,ClearShares Piton Intermediate Fixed Income ETF,아멕스 증권거래소,
VISN,O,VISN,Gyroscope Therapeutics Holdings PLC,나스닥 증권거래소,
SECD,K,없음,없음,없음,
ERYP,O,없음,없음,없음,
BLU,O,BLUA,블루리버 애퀴지션,아멕스 증권거래소,
XM,O,XMTR,조메트리,나스닥 증권거래소,
DHHC,O,없음,없음,없음,
STHOV,O,없음,없음,없음,
HLBZ,O,없음,없음,없음,
STAR,K,SBLK,Star Bulk Carriers Corp,나스닥 증권거래소,
VLON,O,없음,없음,없음,
MSGE_w,K,없음,없음,없음,
ATY,O,LIFE,aTyr Pharma Inc,나스닥 증권거래소,
BSGA,O,없음,없음,없음,
PRIM,O,PRIM,프리모리스 서비시스,뉴욕 거래소,
CR_w,없음,없음,없음,없음,
ROCG,O,없음,없음,없음,
LAESV,O,없음,없음,없음,
CIDM,O,없음,없음,없음,
AMV,O,AMV,아메리칸베트남바이오,하노이 거래소,
ANPC,O,없음,없음,없음,
INDT,O,없음,없음,없음,
BBLN,K,없음,없음,없음,
PWM,O,PWM,프레스티지 웰스,나스닥 증권거래소,
FTREV,O,없음,없음,없음,
BGCP,O,없음,없음,없음,
DNAD,O,없음,없음,없음,
SRGA,O,없음,없음,없음,
DNAB,O,없음,없음,없음,
TCFC,O,없음,없음,없음,
GSRMR,O,없음,없음,없음,
GSRM,O,없음,없음,없음,
GSRMU,O,없음,없음,없음,
BNSO,O,없음,없음,없음,
USX,없음,USXF,iShares ESG Advanced MSCI USA ETF,나스닥 증권거래소,
IIVI,K,없음,없음,없음,
LH_w,없음,없음,없음,없음,
EOCW_u,K,없음,없음,없음,
EOCW,K,없음,없음,없음,
QDYN,K,없음,없음,없음,
PHIN_w,K,없음,없음,없음,
BWA_w,없음,없음,없음,없음,
SQZ,없음,없음,없음,없음,
ERES,O,없음,없음,없음,
ERESU,O,없음,없음,없음,
ORCC,K,없음,없음,없음,
ROP,없음,ROP,로퍼 테크놀로지스,나스닥 증권거래소,
GOGN,K,없음,없음,없음,
GOGN_u,K,없음,없음,없음,
DSEY,O,없음,없음,없음,
BIDS,K,없음,없음,없음,
CORS,K,CRSR,Corsair Gaming Inc,나스닥 증권거래소,
TNP_pd,없음,없음,없음,없음,
RIDE,O,Ride On Express Holdings Co Ltd,6082,도쿄 거래소,
NYMX,O,없음,없음,없음,
EMGC,K,없음,없음,없음,
EMZA,K,없음,없음,없음,
IMBI,O,없음,없음,없음,
EMCA,K,없음,없음,없음,
EMCH,K,없음,없음,없음,
RE,없음,HAUS,Residential REIT ETF,아멕스 증권거래소,
GLTA,K,없음,없음,없음,
GLTA_u,K,없음,없음,없음,
BWACU,O,없음,없음,없음,
BWAC,O,없음,없음,없음,
HWKZ,K,없음,없음,없음,
HWKZ_u,K,없음,없음,없음,
CRECU,O,없음,없음,없음,
TTCF,O,없음,없음,없음,
ISEE,O,없음,없음,없음,
CREC,O,없음,없음,없음,
FEHY,K,없음,없음,없음,
MEOA,O,없음,없음,없음,
MEOAU,O,없음,없음,없음,
SCAQU,O,없음,없음,없음,
AZRE,K,없음,없음,없음,
GLOP,K,GLOP PR A,가스로그 파트너스 우선주 시리즈 A,뉴욕 거래소,
SCAQ,O,없음,없음,없음,
SILX,K,없음,없음,없음,
FMIVU,O,없음,없음,없음,
ALPA,O,없음,없음,없음,
BICK,O,없음,없음,없음,
FMIV,O,없음,없음,없음,
ARYE,O,없음,없음,없음,
ERM,없음,ZGN,Ermenegildo Zegna NV,뉴욕 거래소,
VECT,O,VAQC,Vector Acquisition Corp II,나스닥 증권거래소,
TESS,O,Tesson Holdings Ltd,01201,홍콩 거래소,
MLVF,O,없음,없음,없음,
IMBIL,O,없음,없음,없음,
FACT,K,FDS,Factset Research Systems Inc,뉴욕 거래소,
FACT_u,K,없음,없음,없음,
EQOP,K,없음,없음,없음,
ARDS,O,없음,없음,없음,
VBOC,O,없음,없음,없음,
LSI,없음,LYTS,LSI 인더스트리,나스닥 증권거래소,
CLBR,K,없음,없음,없음,
CLBR_u,K,없음,없음,없음,
VBOCU,O,없음,없음,없음,
SEV,O,SEVN,세븐 힐즈 리얼티 트러스트,나스닥 증권거래소,
BGRY,O,없음,없음,없음,
ESHAU,O,없음,없음,없음,
ALPS,O,ACES,ALPS Clean Energy ETF,아멕스 증권거래소,
BSEA,K,없음,없음,없음,
ENTFU,O,없음,없음,없음,
SDACU,O,없음,없음,없음,
PMGM,O,PMGM,프리베테라 애퀴지션 II,나스닥 증권거래소,
ENTF,O,없음,없음,없음,
SDAC,O,없음,없음,없음,
PMGMU,O,PMGMU,Priveterra Acquisition II Units,나스닥 증권거래소,
HEET,K,없음,없음,없음,
ATTO,K,없음,없음,없음,
WLMS,K,없음,없음,없음,
GGAA,O,없음,없음,없음,
GRNA,O,없음,없음,없음,
GGAAU,O,없음,없음,없음,
SJA,O,없음,없음,없음,
LRE,O,LRE,리드 리얼 에스테이트 ADR,나스닥 증권거래소,
SDEI,K,없음,없음,없음,
SDEF,K,없음,없음,없음,
BABY,O,BabyTree Group,01761,홍콩 거래소,
CIIG,O,없음,없음,없음,
IMH,없음,없음,없음,없음,
FGLD,K,없음,없음,없음,
IDW,없음,없음,없음,없음,
PKI,없음,없음,없음,없음,
ITCB,K,없음,없음,없음,
INT,없음,INTA,인탭,나스닥 증권거래소,
HOM,없음,HOM,비셈황마이시멘트,하노이 거래소,
GER,없음,GABC,German American Bancorp Inc,나스닥 증권거래소,
NMTR,O,없음,없음,없음,
HGEN,O,없음,없음,없음,
TWCBU,O,없음,없음,없음,
TWCB,O,없음,없음,없음,
VRAY,O,없음,없음,없음,
NOVN,O,없음,없음,없음,
MTVR,K,없음,없음,없음,
HMA,없음,없음,없음,없음,
HMA_u,없음,없음,없음,없음,
BLNG,O,없음,없음,없음,
GRIL,O,없음,없음,없음,
BLNGU,O,없음,없음,없음,
VCIF,K,없음,없음,없음,
